Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Rk,salary,2026-27,2027-28,2028-29,2029-30,2030-31,Guaranteed,player_id,log_salary
Mikal Bridges,28.0,NYK,SF,82.0,82.0,3036.0,14.0,0.585,0.391,0.1,2.7,7.0,4.9,14.4,1.2,1.3,9.7,19.6,3.7,2.0,5.7,0.09,0.4,-0.9,-0.5,1.2,,77,24900000.0,33482145.0,36160714.0,38839285.0,41517856.0,,133382144.0,bridgmi01,17.030378361434938
Josh Hart,29.0,NYK,SG,77.0,77.0,2897.0,16.5,0.611,0.327,0.266,6.4,22.6,14.6,20.7,2.0,0.9,15.5,15.3,5.4,3.8,9.2,0.153,1.1,1.8,2.8,3.6,,93,19472240.0,20923760.0,22375280.0,,,,40396000.0,hartjo01,16.78450041952379
Anthony Edwards,23.0,MIN,SG,79.0,79.0,2871.0,20.1,0.595,0.503,0.308,2.4,14.8,8.7,20.9,1.6,1.7,12.0,31.4,4.6,3.8,8.4,0.14,4.4,0.0,4.3,4.6,MVP-7CPOY-3ASNBA2,23,45550512.0,48924624.0,52298736.0,55672848.0,,,202446720.0,edwaran01,17.634332422002238
Devin Booker,28.0,PHO,SG,75.0,75.0,2795.0,19.3,0.589,0.388,0.34,3.1,8.9,6.1,30.6,1.2,0.5,11.9,29.3,6.1,0.3,6.4,0.111,2.8,-2.4,0.4,1.7,,10,53142264.0,57078728.0,61015192.0,64065952.0,69191228.0,,235302136.0,bookede01,17.7884831018295
DeMar DeRozan,35.0,SAC,SF,77.0,77.0,2768.0,17.7,0.569,0.196,0.337,2.0,10.1,6.0,18.7,1.1,1.1,6.5,25.0,5.7,1.4,7.1,0.123,1.2,-1.2,-0.1,1.3,,78,24570000.0,25740000.0,,,,,24570000.0,derozde01,17.01703674449736
Tyler Herro,25.0,MIA,SG,77.0,77.0,2725.0,19.7,0.605,0.486,0.237,1.4,14.6,8.1,26.2,1.3,0.6,11.5,28.0,4.7,2.7,7.4,0.131,3.8,-0.7,3.1,3.5,AS,54,31000000.0,33000000.0,,,,,64000000.0,herroty01,17.24949776244942
OG Anunoby,27.0,NYK,PF,74.0,74.0,2706.0,15.4,0.591,0.448,0.22,4.2,11.0,7.6,8.5,2.0,2.2,8.3,19.7,3.7,2.8,6.5,0.116,0.7,0.1,0.7,1.9,,27,39568966.0,42500000.0,45431034.0,48362068.0,,,127500000.0,anunoog01,17.493555682112937
Christian Braun,23.0,DEN,SG,79.0,77.0,2675.0,16.0,0.665,0.273,0.261,4.2,12.2,8.4,10.1,1.5,1.2,8.1,15.8,6.2,1.9,8.0,0.144,0.8,-0.5,0.3,1.6,,268,4921797.0,21551726.0,23275863.0,25000000.0,26724137.0,28448274.0,129921797.0,braunch01,15.409184265685614
Bam Adebayo,27.0,MIA,C,78.0,78.0,2674.0,18.9,0.561,0.199,0.295,7.7,23.1,15.5,20.0,1.8,1.9,11.4,23.5,3.5,4.0,7.5,0.135,1.0,1.0,2.0,2.7,DPOY-10,40,37096620.0,49800000.0,53784000.0,57768000.0,,,140680620.0,adebaba01,17.429036418306048
Jayson Tatum,26.0,BOS,PF,72.0,72.0,2624.0,21.7,0.582,0.497,0.3,2.0,23.7,12.9,27.0,1.5,1.3,11.2,31.2,5.3,4.2,9.5,0.174,4.4,0.8,5.2,4.8,MVP-4CPOY-10ASNBA1,5,54126450.0,58456566.0,62786682.0,67116798.0,71446914.0,,242486496.0,tatumja01,17.806833533766422
Jaden McDaniels,24.0,MIN,PF,82.0,82.0,2614.0,13.3,0.562,0.363,0.153,5.6,14.2,10.0,9.0,2.1,2.6,9.6,16.3,2.3,3.9,6.3,0.115,-1.4,1.4,0.0,1.4,,79,24393104.0,26200001.0,28006898.0,29813790.0,,,108413793.0,mcdanja02,17.009811027367217
Keegan Murray,24.0,SAC,PF,76.0,76.0,2610.0,12.0,0.553,0.548,0.088,6.3,15.5,10.9,5.6,1.1,2.6,6.6,15.0,2.4,2.1,4.4,0.082,-0.8,-0.8,-1.6,0.2,,156,11144093.0,24137936.0,26068965.0,27999999.0,29931033.0,31862067.0,151144093.0,murrake02,16.226420139704874
Zach LaVine,29.0,SAC,SG,32.0,32.0,1170.0,15.9,0.642,0.45,0.201,1.0,9.9,5.4,15.6,0.8,0.2,13.5,23.7,1.7,0.4,2.1,0.086,1.8,-2.3,-0.4,0.5,,15,47499660.0,48967380.0,,,,,47499660.0,lavinza01,17.676233111084514
Shai Gilgeous-Alexander,26.0,OKC,PG,76.0,76.0,2598.0,30.7,0.637,0.263,0.404,2.8,12.6,7.8,31.3,2.4,3.0,8.6,34.8,11.9,4.8,16.7,0.309,8.9,2.6,11.5,8.9,MVP-1DPOY-10CPOY-8ASNBA1,34,38333050.0,40806150.0,61005000.0,65885400.0,70765800.0,75646200.0,276795400.0,gilgesh01,17.46182300632775
Derrick White,30.0,BOS,SG,76.0,76.0,2574.0,16.6,0.606,0.721,0.168,2.8,11.5,7.2,20.2,1.4,2.9,11.3,19.8,5.1,3.4,8.5,0.158,2.7,0.8,3.5,3.6,DPOY-10,62,28100000.0,30348000.0,32596000.0,34844000.0,,,91044000.0,whitede01,17.151280134303974
Dyson Daniels,21.0,ATL,SG,76.0,76.0,2571.0,15.6,0.545,0.255,0.152,5.1,14.2,9.6,17.9,4.2,2.0,13.6,18.2,1.3,3.7,5.0,0.093,-1.1,2.6,1.5,2.3,DPOY-2MIP-1DEF1,208,7707709.0,25000000.0,25000000.0,25000000.0,25000000.0,,107707709.0,daniedy01,15.85773155481982
Nikola Jokić,29.0,DEN,C,70.0,70.0,2571.0,32.0,0.663,0.243,0.331,9.0,28.2,19.1,44.1,2.4,1.6,12.8,29.5,12.7,3.8,16.4,0.307,9.9,3.3,13.3,9.8,MVP-2CPOY-2ASNBA1,3,55224526.0,59033114.0,62841702.0,,,,114257640.0,jokicni01,17.826917724164357
Austin Reaves,26.0,LAL,SG,73.0,73.0,2550.0,18.1,0.616,0.512,0.353,2.8,11.5,7.3,24.9,1.6,0.8,12.9,23.7,5.6,2.1,7.6,0.144,2.4,-0.5,1.9,2.6,,131,13937574.0,14898786.0,,,,,13937574.0,reaveau01,16.450098916587557
Toumani Camara,24.0,POR,PF,78.0,78.0,2548.0,12.5,0.572,0.503,0.176,7.2,12.1,9.6,9.6,2.2,1.8,12.4,14.4,2.5,2.6,5.2,0.097,-0.9,0.8,-0.1,1.2,DPOY-9DEF2,402,2221677.0,18080358.0,19526786.0,20973214.0,22419642.0,,83221677.0,camarto01,14.61377287407881
Pascal Siakam,30.0,IND,PF,78.0,78.0,2548.0,19.2,0.599,0.274,0.261,5.9,17.6,11.8,15.7,1.3,1.5,7.6,24.2,5.0,2.5,7.5,0.142,2.2,-0.5,1.7,2.4,AS,25,45550512.0,48924624.0,52298736.0,,,,146773872.0,siakapa01,17.634332422002238
Karl-Anthony Towns,29.0,NYK,C,72.0,72.0,2517.0,23.4,0.63,0.278,0.337,9.8,32.0,21.0,13.8,1.4,1.9,12.1,27.4,6.3,3.8,10.1,0.193,3.5,0.1,3.6,3.5,ASNBA3,11,53142264.0,57078728.0,61015192.0,,,,110220992.0,townska01,17.7884831018295
Bub Carrington,19.0,WAS,PG,82.0,57.0,2458.0,9.0,0.514,0.544,0.114,1.4,13.1,7.2,21.2,1.0,0.8,15.2,15.8,-0.4,0.6,0.2,0.005,-3.3,-1.3,-4.6,-1.6,,272,4677600.0,4900560.0,7257730.0,,,,9578160.0,carrica01,15.358295715843598
Cade Cunningham,23.0,DET,PG,70.0,70.0,2452.0,20.6,0.565,0.287,0.254,2.5,16.5,9.6,43.0,1.4,2.1,16.0,33.2,3.0,2.9,5.9,0.115,3.8,0.1,3.9,3.7,MVP-7ASNBA3,16,46394100.0,50105628.0,53817156.0,57528684.0,61240212.0,,269085780.0,cunnica01,17.652682853939165
Tyrese Haliburton,24.0,IND,PG,73.0,73.0,2451.0,21.8,0.616,0.559,0.221,1.9,9.7,5.9,38.9,2.1,1.8,9.8,21.6,8.1,2.3,10.4,0.204,5.7,0.2,5.8,4.9,NBA3,24,45550512.0,48924624.0,52298736.0,55672848.0,,,202446720.0,halibty01,17.634332422002238
LeBron James,40.0,LAL,SF,70.0,70.0,2444.0,22.7,0.604,0.312,0.261,3.4,21.2,12.6,40.3,1.4,1.5,15.5,30.1,4.9,2.8,7.7,0.152,4.9,0.7,5.6,4.7,MVP-6CPOY-7ASNBA2,12,52627153.0,,,,,,52627153.0,jamesle01,17.778742761243954
Domantas Sabonis,28.0,SAC,C,70.0,70.0,2429.0,22.9,0.655,0.175,0.324,12.3,32.6,22.4,26.0,1.0,1.0,16.5,21.6,7.4,2.7,10.1,0.199,4.2,1.1,5.2,4.4,,26,42336000.0,45472000.0,48608000.0,,,,136416000.0,sabondo01,17.561148345896818
Jamal Murray,27.0,DEN,PG,67.0,67.0,2418.0,17.8,0.584,0.354,0.219,2.2,9.3,5.9,23.2,1.8,1.2,10.1,24.0,4.6,1.6,6.2,0.123,1.8,-1.0,0.8,1.7,,18,46394100.0,50105628.0,53817156.0,57528684.0,,,207845568.0,murraja01,17.652682853939165
Alperen Şengün,22.0,HOU,C,76.0,76.0,2395.0,21.4,0.545,0.079,0.374,11.4,23.8,17.5,24.1,1.7,2.3,12.7,26.2,4.1,4.2,8.3,0.166,2.6,1.8,4.4,3.9,AS,47,33944954.0,35642202.0,37339450.0,39036697.0,39036697.0,,145963303.0,sengual01,17.340250770583662
Rudy Gobert,32.0,MIN,C,72.0,72.0,2389.0,18.3,0.687,0.0,0.535,12.5,23.8,18.2,7.5,1.2,4.1,12.4,13.0,6.1,4.0,10.1,0.204,0.6,1.3,1.9,2.4,DPOY-13DEF2,45,35000000.0,36500000.0,38000000.0,,,,71500000.0,goberru01,17.37085861945369
Tobias Harris,32.0,DET,PF,73.0,73.0,2306.0,13.9,0.571,0.328,0.206,3.1,17.5,10.4,9.8,1.5,2.4,8.8,17.6,2.3,2.9,5.2,0.108,-0.5,0.6,0.1,1.2,,67,26634146.0,,,,,,26634146.0,harrito02,17.097704634744304
Jalen Brunson,28.0,NYK,PG,65.0,65.0,2301.0,21.6,0.605,0.331,0.373,1.4,7.9,4.7,32.3,1.3,0.3,10.5,29.5,6.8,1.4,8.3,0.172,4.7,-1.3,3.3,3.1,MVP-10CPOY-1ASNBA2,46,34944001.0,37739521.0,40535041.0,43330561.0,,,113218563.0,brunsja01,17.36925736670393
Jarrett Allen,26.0,CLE,C,82.0,82.0,2296.0,22.1,0.724,0.008,0.433,10.5,26.7,18.8,9.5,1.6,2.9,11.3,15.9,7.6,4.0,11.6,0.243,3.0,1.2,4.2,3.6,,91,20000000.0,28000000.0,30240000.0,32480000.0,,,110720000.0,allenja01,16.811242831518264
Giannis Antetokounmpo,30.0,MIL,PF,67.0,67.0,2289.0,30.5,0.625,0.048,0.536,7.3,29.7,19.0,36.0,1.2,3.2,11.2,35.2,7.8,3.7,11.5,0.241,6.9,2.5,9.5,6.6,MVP-3DPOY-8ASNBA1,7,54126450.0,58456566.0,62786682.0,,,,112583016.0,antetgi01,17.806833533766422
Payton Pritchard,27.0,BOS,PG,80.0,3.0,2271.0,17.6,0.633,0.723,0.097,4.9,9.8,7.3,18.1,1.5,0.6,8.4,19.0,6.1,2.5,8.6,0.183,3.4,0.2,3.5,3.2,6MOY-1,213,7232143.0,7767857.0,8303571.0,,,,23303571.0,pritcpa01,15.79404595408875
Shaedon Sharpe,21.0,POR,SG,72.0,52.0,2252.0,14.5,0.551,0.428,0.219,3.2,12.7,7.8,14.2,1.3,0.6,11.0,25.1,1.3,1.7,3.0,0.064,0.0,-1.3,-1.3,0.4,,194,8399983.0,20089287.0,21696429.0,23303571.0,24910713.0,,98399983.0,sharpsh01,15.94374024000197
Stephen Curry,36.0,GSW,PG,70.0,70.0,2252.0,21.5,0.618,0.623,0.238,1.9,13.3,7.4,31.3,1.7,1.3,12.6,29.8,5.2,2.7,7.9,0.168,6.4,0.0,6.3,4.8,MVP-9CPOY-5ASNBA2,1,59606817.0,62587158.0,,,,,122193975.0,curryst01,17.90328050468941
De'Aaron Fox,27.0,SAS,PG,17.0,17.0,578.0,16.3,0.537,0.339,0.257,1.7,11.9,6.8,30.8,2.1,0.8,11.6,26.0,0.5,0.4,0.9,0.071,-0.6,-1.4,-2.0,0.0,,39,37096620.0,49800000.0,53784000.0,57768000.0,61752000.0,,260200620.0,foxde01,17.429036418306048
Jalen Williams,23.0,OKC,SG,69.0,69.0,2237.0,20.3,0.573,0.291,0.256,2.9,14.6,8.8,23.4,2.4,2.1,10.3,27.5,3.7,4.1,7.8,0.168,2.7,1.4,4.0,3.4,ASNBA3DEF2,224,6580997.0,41500000.0,44820000.0,48140000.0,51460000.0,54780000.0,247280997.0,willija06,15.69969681158038
Donovan Mitchell,28.0,CLE,SG,71.0,71.0,2232.0,20.9,0.575,0.48,0.274,2.8,12.5,7.8,23.9,2.0,0.7,9.2,30.9,4.8,2.8,7.6,0.163,3.8,-0.2,3.7,3.2,MVP-5CPOY-9ASNBA1,20,46394100.0,50105628.0,53817156.0,,,,96499728.0,mitchdo01,17.652682853939165
Harrison Barnes,32.0,SAS,PF,82.0,82.0,2230.0,14.9,0.656,0.527,0.291,4.7,10.3,7.4,8.6,0.8,0.6,6.1,15.7,5.0,0.5,5.6,0.12,1.7,-1.7,0.0,1.2,,96,19000000.0,,,,,,19000000.0,barneha02,16.759949537130716
Julius Randle,30.0,MIN,PF,69.0,69.0,2226.0,17.5,0.593,0.334,0.357,7.3,16.8,12.1,22.5,1.0,0.7,15.3,25.0,3.6,2.6,6.2,0.134,1.5,-0.2,1.3,1.8,,55,30864198.0,33333334.0,35802468.0,,,,64197532.0,randlju01,17.245107429348128
Amen Thompson,22.0,HOU,SF,69.0,42.0,2225.0,18.7,0.602,0.131,0.354,9.0,18.2,13.5,16.9,2.1,3.6,14.6,17.5,4.1,3.9,8.0,0.172,1.4,2.6,4.1,3.4,DPOY-5DEF1,177,9690600.0,12258609.0,,,,,21949209.0,thompam01,16.08666690145466
Naz Reid,25.0,MIN,C,80.0,17.0,2200.0,15.8,0.577,0.501,0.155,4.7,19.3,12.1,12.6,1.3,3.0,9.9,21.5,2.4,3.3,5.7,0.125,0.8,0.8,1.6,2.0,6MOY-5,86,21551724.0,23275862.0,25000000.0,26724138.0,28448276.0,,96551724.0,reidna01,16.8859663713142
Evan Mobley,23.0,CLE,PF,71.0,71.0,2167.0,22.3,0.633,0.254,0.337,8.4,24.0,16.5,15.1,1.4,4.7,12.2,23.2,5.3,3.8,9.0,0.2,3.1,1.5,4.6,3.6,MVP-10DPOY-1ASNBA2DEF1,17,46394100.0,50105628.0,53817156.0,57528684.0,61240212.0,,269085780.0,mobleev01,17.652682853939165
Taurean Prince,30.0,MIL,SF,80.0,73.0,2166.0,9.8,0.613,0.652,0.093,1.8,12.2,7.2,9.4,1.7,0.6,13.3,12.5,1.3,2.2,3.5,0.077,-2.0,0.3,-1.7,0.1,,309,3303774.0,3815861.0,,,,,3303774.0,princta02,15.01057600934644
Stephon Castle,20.0,SAS,SG,81.0,47.0,2162.0,13.7,0.522,0.337,0.348,4.4,10.3,7.4,22.8,1.7,0.9,13.4,26.0,0.1,1.0,1.1,0.025,-1.5,-1.7,-3.2,-0.6,ROY-1,179,9560520.0,10015920.0,12670139.0,,,,19576440.0,castlst01,16.073152676853763
Deni Avdija,24.0,POR,SF,72.0,54.0,2161.0,17.7,0.605,0.405,0.441,5.4,21.2,13.1,19.9,1.6,1.5,16.3,23.2,3.1,2.5,5.6,0.124,1.5,0.6,2.1,2.2,,122,14375000.0,13125000.0,11875000.0,,,,39375000.0,avdijde01,16.48100114464769
Jaylen Brown,28.0,BOS,SF,63.0,63.0,2158.0,17.8,0.555,0.32,0.288,4.1,14.4,9.3,21.4,1.7,0.8,11.4,28.9,2.3,2.9,5.2,0.115,0.4,-0.4,0.0,1.1,AS,9,53142264.0,57078728.0,61015192.0,64951656.0,,,236187840.0,brownja02,17.7884831018295
Scottie Barnes,23.0,TOR,PF,65.0,65.0,2134.0,17.8,0.523,0.263,0.284,5.3,20.2,12.6,27.7,2.1,2.8,13.4,27.0,0.6,2.9,3.5,0.078,1.5,0.9,2.4,2.3,,32,38661750.0,41754690.0,44847630.0,47940570.0,51033510.0,,224238150.0,barnesc01,17.47036129714521
Max Christie,21.0,DAL,SG,32.0,11.0,973.0,10.2,0.543,0.5,0.215,1.5,13.4,7.6,11.0,1.4,0.9,12.9,16.8,0.0,0.7,0.7,0.035,-2.4,-1.0,-3.4,-0.3,,207,7714286.0,8285714.0,8857143.0,,,,16000000.0,chrisma02,15.858584492510271
Josh Giddey,22.0,CHI,PG,70.0,69.0,2117.0,18.1,0.57,0.348,0.281,6.4,21.4,14.0,32.9,1.9,1.8,18.4,21.7,2.8,2.5,5.3,0.121,1.9,1.1,3.0,2.7,,74,25000000.0,25000000.0,25000000.0,25000000.0,,,100000000.0,giddejo01,17.034386382832476
Fred VanVleet,30.0,HOU,PG,60.0,60.0,2111.0,12.8,0.515,0.607,0.181,1.6,9.7,5.6,21.2,2.2,1.1,9.6,17.7,2.4,2.8,5.2,0.119,-0.4,1.3,0.9,1.5,,76,25000000.0,25000000.0,,,,,25000000.0,vanvlfr01,17.034386382832476
Keyonte George,21.0,UTA,PG,67.0,35.0,2109.0,12.9,0.539,0.552,0.31,1.3,11.5,6.5,26.9,1.0,0.4,14.9,24.3,0.9,0.1,1.1,0.024,-0.2,-2.5,-2.7,-0.3,,281,4278960.0,6563925.0,,,,,10842885.0,georgke01,15.269220547376761
Damian Lillard,34.0,MIL,PG,58.0,58.0,2093.0,21.3,0.621,0.528,0.396,1.6,12.1,7.1,29.7,1.6,0.4,12.2,27.8,5.6,2.0,7.6,0.175,4.7,-0.6,4.0,3.2,AS,83,36620603.0,35915403.0,36620603.0,22516603.0,22516603.0,,112583015.0,lillada01,17.416121563486865
Kelly Oubre Jr.,29.0,PHI,SF,60.0,57.0,2078.0,13.5,0.551,0.327,0.25,5.1,15.4,10.0,7.9,2.2,1.4,8.9,18.9,1.2,1.4,2.6,0.061,-1.7,-0.6,-2.3,-0.1,,195,8382150.0,,,,,,8382150.0,oubreke01,15.941615002797368
Luguentz Dort,25.0,OKC,SF,71.0,71.0,2073.0,11.3,0.586,0.696,0.078,4.7,10.3,7.6,6.9,1.8,1.9,7.7,13.6,2.4,3.2,5.6,0.129,-0.6,0.8,0.2,1.2,DPOY-4DEF1,102,18222222.0,18222222.0,,,,,18222222.0,dortlu01,16.718152396257132
Onyeka Okongwu,24.0,ATL,C,74.0,40.0,2064.0,19.0,0.634,0.216,0.316,11.4,24.0,17.5,11.4,1.6,3.0,10.4,17.3,4.9,2.3,7.2,0.168,1.2,0.2,1.3,1.7,,117,15000000.0,16120000.0,16880000.0,,,,48000000.0,okongon01,16.523560759066484
Malik Monk,26.0,SAC,SG,65.0,45.0,2054.0,15.0,0.549,0.456,0.19,1.6,11.7,6.7,25.7,1.5,1.8,13.5,24.6,1.3,1.4,2.8,0.065,0.3,-1.1,-0.8,0.6,,99,18797619.0,20190035.0,21582451.0,,,,38987654.0,monkma01,16.749240770843354
Jaylen Wells,21.0,MEM,SG,79.0,74.0,2043.0,10.5,0.56,0.58,0.2,4.6,9.3,6.9,8.4,1.0,0.4,8.6,15.9,2.1,1.4,3.5,0.083,-1.2,-1.0,-2.2,-0.1,ROY-3,433,1955377.0,2296271.0,2486995.0,,,,1955377.0,wellsja01,14.486093571685258
Jalen Duren,21.0,DET,C,78.0,78.0,2034.0,21.4,0.703,0.0,0.443,15.2,28.7,22.0,14.7,1.3,4.2,17.2,16.4,5.9,3.4,9.2,0.218,1.6,1.5,3.1,2.7,,226,6483144.0,,,,,,6483144.0,durenja01,15.684716135849369
Jalen Wilson,24.0,BRK,PF,79.0,22.0,2031.0,9.5,0.541,0.584,0.266,4.0,11.4,7.5,10.8,1.0,0.2,10.2,16.6,0.9,1.0,1.9,0.046,-2.6,-1.3,-3.9,-1.0,,409,2221677.0,,,,,,2221677.0,wilsoja03,14.61377287407881
Miles Bridges,26.0,CHO,PF,64.0,64.0,2029.0,17.7,0.541,0.413,0.233,3.7,21.9,12.6,21.7,1.1,2.2,10.2,28.0,1.3,1.8,3.2,0.075,2.3,-0.5,1.8,2.0,,75,25000000.0,22826087.0,,,,,47826087.0,bridgmi02,17.034386382832476
Davion Mitchell,26.0,MIA,PG,30.0,15.0,947.0,12.9,0.611,0.405,0.203,2.2,7.3,4.8,23.8,2.2,0.8,16.5,14.2,1.3,1.0,2.3,0.114,-1.5,0.8,-0.6,0.3,,151,11600000.0,12400000.0,,,,,24000000.0,mitchda01,16.266515656076592
Franz Wagner,23.0,ORL,SF,60.0,60.0,2023.0,20.1,0.558,0.303,0.268,3.0,17.1,9.7,26.6,1.9,1.0,9.6,31.0,2.6,3.1,5.6,0.133,2.6,0.5,3.1,2.6,,33,38661750.0,41754690.0,44847630.0,47940570.0,51033510.0,,224238150.0,wagnefr01,17.47036129714521
Quentin Grimes,24.0,PHI,SG,28.0,25.0,943.0,18.8,0.592,0.48,0.29,3.3,14.5,8.7,22.7,2.2,1.2,13.4,27.5,1.0,0.6,1.6,0.083,2.7,-1.5,1.2,0.8,,190,8741209.0,,,,,,8741209.0,grimequ01,15.983559067584522
Draymond Green,34.0,GSW,PF,68.0,66.0,1983.0,12.4,0.534,0.483,0.289,3.9,19.0,11.2,26.2,2.4,3.4,23.3,15.9,0.3,3.4,3.7,0.088,-2.3,2.8,0.5,1.3,DPOY-3DEF1,69,25892857.0,27678571.0,,,,,53571428.0,greendr01,17.069477697126505
Devin Vassell,24.0,SAS,SG,64.0,53.0,1983.0,14.2,0.553,0.483,0.135,1.8,12.0,6.9,13.8,2.0,1.5,8.5,22.1,0.9,1.3,2.2,0.054,-0.3,-0.8,-1.1,0.4,,65,27000000.0,27000000.0,24652174.0,27000000.0,,,105652174.0,vassede01,17.111347423968603
Klay Thompson,34.0,DAL,SF,72.0,72.0,1965.0,12.9,0.552,0.631,0.084,2.5,11.0,6.8,10.7,1.2,1.3,8.8,21.8,0.7,1.1,1.8,0.045,0.7,-1.6,-1.0,0.5,,111,16666667.0,17460317.0,,,,,34126984.0,thompkl01,16.62892129472431
Tyrese Maxey,24.0,PHI,PG,52.0,52.0,1960.0,19.5,0.562,0.438,0.265,0.8,9.6,5.0,28.0,2.3,1.1,9.2,29.8,2.9,1.0,3.8,0.094,3.2,-1.1,2.0,2.0,CPOY-10,37,37958760.0,40770520.0,43582280.0,46394040.0,,,168705600.0,maxeyty01,17.452010865208283
Yves Missi,20.0,NOP,C,73.0,67.0,1956.0,15.4,0.572,0.002,0.415,13.7,19.7,16.6,7.2,0.9,4.8,12.4,14.3,2.5,1.1,3.6,0.089,-1.6,-1.4,-3.0,-0.5,,307,3353040.0,3512760.0,5595827.0,,,,6865800.0,missiyv01,15.025377954992479
Bilal Coulibaly,20.0,WAS,SF,59.0,59.0,1948.0,10.8,0.515,0.359,0.296,4.8,10.9,7.8,14.9,1.9,1.9,15.1,17.9,-0.6,0.9,0.3,0.008,-3.0,-0.7,-3.7,-0.8,,212,7275600.0,9240012.0,,,,,16515612.0,coulibi01,15.800036841847822
Kyle Kuzma,29.0,MIL,PF,33.0,32.0,1049.0,10.5,0.545,0.389,0.265,2.9,15.7,9.6,9.9,0.7,1.1,14.3,21.4,-0.6,0.9,0.3,0.014,-2.9,-1.8,-4.7,-0.7,,84,22410605.0,20345152.0,,,,,42755757.0,kuzmaky01,16.925044842289093
Julian Champagnie,23.0,SAS,SF,82.0,29.0,1932.0,12.2,0.577,0.722,0.141,3.7,13.9,8.8,7.9,1.5,1.6,9.5,17.2,1.3,1.2,2.5,0.062,-0.3,-0.9,-1.3,0.4,,320,3000000.0,3000000.0,,,,,,champju02,14.914122846632385
Keon Johnson,22.0,BRK,SG,79.0,56.0,1925.0,10.4,0.499,0.515,0.178,3.5,14.5,8.8,14.6,2.1,1.5,12.1,21.7,-1.3,1.9,0.5,0.014,-3.1,-0.1,-3.3,-0.6,,352,2349578.0,,,,,,2349578.0,johnske07,14.669746295526831
Naji Marshall,27.0,DAL,SF,69.0,31.0,1919.0,15.1,0.584,0.306,0.225,4.4,14.0,9.3,15.8,1.8,0.5,12.5,20.0,2.0,1.5,3.5,0.087,-0.3,-0.5,-0.8,0.6,,185,9000000.0,9428571.0,,,,,18428571.0,marshna01,16.012735135300492
Gary Trent Jr.,26.0,MIL,SG,74.0,9.0,1893.0,11.7,0.591,0.659,0.14,1.2,8.2,4.8,6.4,1.8,0.2,5.7,17.1,1.6,1.7,3.3,0.084,-1.2,-0.4,-1.6,0.2,,294,3697105.0,3881960.0,,,,,3697105.0,trentga02,15.123060638922002
Anthony Black,21.0,ORL,PG,78.0,10.0,1887.0,11.6,0.521,0.315,0.318,3.0,11.4,7.0,19.4,2.3,2.4,16.4,19.6,-0.6,3.0,2.4,0.061,-3.1,1.2,-1.9,0.0,,205,7970280.0,10106316.0,,,,,18076596.0,blackan01,15.891230181893333
Josh Green,24.0,CHO,SG,68.0,67.0,1887.0,7.8,0.559,0.589,0.171,3.1,6.7,4.9,8.2,1.9,0.8,13.4,11.8,0.4,1.0,1.5,0.037,-4.5,0.2,-4.3,-1.1,,134,13666667.0,14679012.0,,,,,28345679.0,greenjo02,16.430470360390714
Nic Claxton,25.0,BRK,C,70.0,62.0,1882.0,16.5,0.569,0.037,0.271,9.0,22.7,15.5,13.7,1.6,5.3,12.0,16.8,1.8,2.5,4.3,0.11,-1.1,1.5,0.4,1.1,,71,25352272.0,23147727.0,20943184.0,,,,69443183.0,claxtni01,17.04837890923191
Andrew Nembhard,25.0,IND,SG,65.0,65.0,1881.0,11.7,0.545,0.325,0.252,2.0,10.7,6.4,22.5,2.0,0.5,15.8,16.3,1.1,1.7,2.8,0.071,-2.6,0.3,-2.3,-0.1,,104,18102000.0,19550160.0,20998320.0,,,,58650480.0,nembhan01,16.711532987369253
Cason Wallace,21.0,OKC,SG,68.0,43.0,1876.0,12.3,0.562,0.425,0.076,4.1,8.8,6.5,11.5,3.1,1.9,10.5,12.8,1.8,3.4,5.2,0.133,-1.5,2.6,1.0,1.5,,240,5820240.0,7420806.0,,,,,13241046.0,wallaca01,15.576852055970797
Derrick Jones Jr.,27.0,LAC,SF,77.0,55.0,1873.0,13.5,0.609,0.372,0.2,5.7,10.1,8.0,4.6,2.1,1.7,9.3,16.5,2.1,2.6,4.7,0.12,-1.0,0.7,-0.3,0.8,,175,10000000.0,10476190.0,,,,,20476190.0,jonesde02,16.11809565095832
Rui Hachimura,26.0,LAL,PF,59.0,57.0,1869.0,13.6,0.619,0.429,0.196,4.9,12.6,8.9,6.4,1.2,1.3,7.3,15.8,2.8,1.5,4.3,0.11,-0.1,-0.6,-0.7,0.6,,101,18259259.0,,,,,,18259259.0,hachiru01,16.72018285180385
RJ Barrett,24.0,TOR,SF,58.0,58.0,1869.0,16.5,0.547,0.312,0.317,3.4,17.9,10.5,27.3,1.2,0.9,12.9,28.7,0.6,1.7,2.4,0.061,1.2,-0.7,0.6,1.2,,63,27705357.0,29616071.0,,,,,57321428.0,barrerj01,17.13713634596126
Trey Murphy III,24.0,NOP,SF,53.0,51.0,1854.0,17.3,0.598,0.522,0.274,2.7,13.2,7.8,15.9,1.5,2.0,9.9,23.7,3.0,0.5,3.5,0.091,2.1,-1.4,0.8,1.3,,73,25000000.0,27000000.0,29000000.0,31000000.0,,,112000000.0,murphtr02,17.034386382832476
